config_name,llm,question_id,question_type,question,answer,manual_score
Config_C_second_llm_only,groq/openai/gpt-oss-120b,12,in_domain,What factors influence population health?,"Population health is shaped by four main determinants:

- **Genes and biology**  
- **Health behaviors**  
- **Social or societal characteristics**  
- **Health services or medical care**  

These factors together determine the health of a population【Source 4】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,13,in_domain,What is vaccination and how does it work?,"Vaccination is the deliberate introduction of a vaccine—a preparation that may contain live‑attenuated or killed germs, inactivated toxins, protein/sugar fragments, or genetic material—into the body (e.g., by injection, liquid or nasal spray) so that the immune system can learn to recognise and fight the corresponding disease‑causing germ【Source 3】.  

When the vaccine is given, the immune system encounters the antigens in the vaccine and responds by producing specific antibodies and by programming specialised memory cells. These memory cells remain in the body and, if the real germ later enters, they are quickly re‑activated and generate large quantities of antibodies that surround and destroy the germ, preventing illness【Source 1】【Source 4】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,14,in_domain,Why are vaccines important for children?,"Vaccines protect children by giving them a strong, early defence against the many germs they encounter right after birth.  Natural immunity from the mother only lasts a few months, so infants are vulnerable to serious infections that can be prevented with vaccination [Source 1].  By “training” the immune system, vaccines create an almost impenetrable wall of protection, greatly reducing the risk of severe illness, complications, and the spread of disease [Source 2][Source 4].  Because infections in young children can be especially dangerous, vaccinating early and against multiple germs provides a safe, cost‑effective way to ensure a long, healthy life [Source 5].",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,15,in_domain,What diseases can be prevented through immunization?,"Immunization can protect against a wide range of infectious diseases, including :

- Smallpox, polio, measles, rubella, diphtheria, pertussis, tetanus and influenza 【Source 1†L1-L4】【Source 1†L5-L7】  
- Chicken‑pox, mumps and hepatitis A (recommended by the Indian Academy of Pediatrics) 【Source 1†L13-L15】  
- Typhoid (conjugate typhoid vaccine) 【Source 2†L9-L11】  
- Haemophilus influenzae type b (Hib) and pneumococcal disease (conjugate vaccines) 【Source 2†L13-L15】  
- COVID‑19 (mRNA and DNA vaccines) 【Source 2†L17-L19】  
- Future vaccines in the pipeline such as HPV 【Source 1†L12-L13】

These diseases are among the more than 20 life‑threatening infections that can be prevented through vaccination.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,16,in_domain,What are the key factors affecting mental health?,"Key factors that influence mental health, as described in the documents, include:

- **Physical and socioeconomic conditions** – physical illness, limited basic resources, inability to provide for oneself or family, and unfulfilled life desires [Source 1].  
- **Biological factors** – infections that damage the brain, brain defects or injury, prenatal damage, poor nutrition and exposure to toxins such as lead [Source 2].  
- **Psychological stressors** – traumatic events, loss of a loved one, divorce or separation of parents, dysfunctional family life, relocation, social‑cultural expectations, media pressure, and substance abuse [Source 2].  
- **Environmental and social factors** – bullying, stigma associated with mental illness, and other adverse life circumstances [Source 1, Source 3].  
- **Emotional/individual factors** – low self‑esteem, pessimistic outlook, and feelings of rejection or social isolation [Source 3].  

These combined biological, psychological, social, and environmental elements are identified as the major contributors to mental health and wellbeing.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,17,in_domain,What role do schools play in mental health wellbeing?,"Schools have the primary responsibility for promoting and optimizing students’ mental health, creating safe‑learning ecosystems, and ensuring easy access to mental‑health services.  They do this by:

* Providing a supportive environment that addresses physical, social and emotional wellbeing and by identifying and preventing problems early [Source 1].  
* Offering trained school counselors who handle behavioural and emotional challenges, provide non‑judgemental listening, and work with students to build coping skills [Source 2][Source 5].  
* Ensuring that mental‑health services are readily available within the school, fostering a culture where students can report safety concerns and receive timely support [Source 3].  

Thus, schools act as the first line of defence and a central hub for mental‑health promotion, prevention, and intervention for children and adolescents.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,18,in_domain,What challenges are faced during adolescence?,"Adolescence brings a range of challenges, including:

* **Peer pressure** – teens are tempted to try aggressive misconduct, irresponsible sexual behaviours and substance abuse [Source 1].
* **Emotional volatility** – frequent mood changes with feelings of anger, happiness, sadness, fear, guilt, shame and love, often hard to understand [Source 1].
* **Relationship changes** – redefining ties with peers, parents and the opposite sex and needing new social skills [Source 1].
* **Body‑image and self‑esteem concerns** – influenced by media and environmental factors, leading to both positive and negative thoughts [Source 1].
* **Bullying and anger** – schools address bullying prevention and anger‑management workshops [Source 4].
* **Substance abuse** – linked to poor academic performance, weight changes, mood swings, violent outbursts, irritability and withdrawal from friends and family [Source 4].
* **Cyber issues** – internet addiction and related problems such as depression, anger and low self‑esteem [Source 4].
* **Other mental‑health problems** – depression, obsessive‑compulsive behaviours, abuse and trauma are also highlighted as key concerns [Source 2].",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,19,in_domain,What is the purpose of the Infectious Diseases conference mentioned in the document?,"The conference is intended to give attendees the chance to network with experts, present their research to an international audience, learn the latest scientific developments from eminent speakers, and take part in discussions that will shape future health policies and improve patient care worldwide 【Source 1】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,20,in_domain,What are the main themes discussed in Infection 2022?,"The conference is centered on the theme **“Stepping Stones in Infectious Diseases Prevention, Control and Cure.”** The program focuses on topics that benefit clinicians and academicians in **infectious diseases, medicine, microbiology, epidemiology and public health** 【Source 1†L7-L13】【Source 1†L15-L18】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,21,in_domain,What is cancer and how does it develop?,"Cancer is a disease that begins when changes (mutations) occur in a person’s cells — specifically in the genes that control how cells grow, divide, and function. These genetic alterations cause cells to become abnormal, grow out of control, and form a mass of cells (a tumor). When the tumor is malignant, the cancer cells can invade nearby tissue and spread through the lymph nodes or bloodstream to other parts of the body (metastasis) [Source 1].",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,22,in_domain,What is metastasis?,Metastasis is the process by which cancer spreads from the part of the body where it first started to other parts of the body. [Source 1] lines describing “Cancer cells can sometimes spread to other parts of the body (metastasis).” [Source 3] lines defining “Metastasis: When cancer spreads from one part of the … body to another.”,-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,23,in_domain,What is the difference between benign and malignant tumors?,"Benign tumors are non‑cancerous growths that do not invade other tissues or spread to distant parts of the body, whereas malignant tumors are cancerous growths that can invade surrounding tissue and metastasize to other organs. [Source 1 lines “Benign: Tumors that are not cancer” and “Malignant: Tumors that are cancer”]",-1.0
